TIME_PERIOD,geo,"gdp,r&d",hi-tech.emloy,household.bb,household.internet,ind.freq.use.,ind.never.used,ind.ordered.online,uni.or.hi-tech,GDP,LT-unemp,at-risk-pov,highschool,household.income,low-work-intensity,median.age,populationn.densitty,pov-soc-exclusion,senior_pop,unemp,uni,digitalization_indicator_stdev,country
2010,AT11,,-0.376867404765545,0.2851416476897267,0.3618093334429591,0.027432701490691665,-0.18924832384788928,0.3429958450409763,-0.28530351191514564,-0.7342856854054635,,,,-0.664507583455598,,0.9983646759294876,,,-0.9983646759294876,-1.2842712824661262,,0.02370861244796771,AT
2010,AT12,,0.09961252989397681,0.22861210820604916,0.4210224132844061,0.36153843904896654,-0.5200680159213206,0.4778150211264468,0.0636248236313979,0.1378269543809867,,,,0.18372657384864383,,0.9983646759294876,,,-0.9983646759294876,,,0.16173675989570327,AT
2010,AT13,,1.899647838607726,0.5677893451081146,0.48023549312585306,0.5842755974211499,-0.4539040775066343,0.5676944718500937,0.8274949636116699,0.8393546491846046,,,,0.21452370480621397,,0.9983646759294876,,,-0.9983646759294876,,,0.639033376031139,AT
2010,AT21,,0.15255474485614595,-0.05403558921233872,0.18417009391861813,0.027432701490691665,-0.18924832384788928,0.1182972182318589,-0.4361914408001377,-0.5165481563121933,,,,-0.5181084742783109,,0.9983646759294876,,,-0.9983646759294876,,,-0.02814579933757872,AT
2010,AT22,,-0.006271900030361232,0.2851416476897267,0.4210224132844061,0.30585414945592077,-0.38774013909194804,0.3879355704027998,-0.30416450302576986,-0.05404734774059889,,,,-0.1392851950319189,,0.9983646759294876,,,-0.9983646759294876,,,0.10025389124068204,AT
2010,AT31,,-0.48275183468988325,0.22861210820604916,0.3618093334429591,0.19448557026982913,-0.3215762006772618,0.25311639431732935,-0.1344155830301542,0.2106698299164928,,,,0.030855027157448603,,0.9983646759294876,,,-0.9983646759294876,,,0.014182826834123943,AT
2010,AT32,,-0.376867404765545,0.3416711871734043,0.48023549312585306,0.36153843904896654,-0.4539040775066343,0.3429958450409763,0.016472345854837915,-0.4001131862260139,,,,-0.5013703264452128,,0.9983646759294876,,,-0.9983646759294876,,,0.10173454685312269,AT
2010,AT33,,-0.2180407598790378,0.3416711871734043,0.4210224132844061,0.528591307828104,-0.4539040775066343,0.4778150211264468,-0.2098595474726499,-0.3180721223110466,,,,-0.40977472507011364,,0.9983646759294876,,,-0.9983646759294876,,,0.12675650636486274,AT
2010,AT34,,-0.3239251898033758,0.3982007266570819,0.657874732650194,0.4729070182350582,-0.5200680159213206,0.4778150211264468,-0.2570120252492099,-0.5856820600479099,,,,-0.5885094954336869,,0.9983646759294876,,,-0.9983646759294876,,,0.1293988953849821,AT
2010,BE10,-0.028646744767247722,2.058474483494233,0.3982007266570819,0.18417009391861813,0.5842755974211499,-0.7847237695800655,0.4778150211264468,1.4687686613728854,0.6401146145775143,,,,-0.21395961652946932,,0.9983646759294876,,,-0.9983646759294876,,,0.5447917587053877,BE
