TIME_PERIOD,geo,"gdp,r&d",hi-tech.emloy,household.bb,household.internet,ind.freq.use.,ind.never.used,ind.ordered.online,uni.or.hi-tech,GDP,LT-unemp,at-risk-pov,highschool,household.income,low-work-intensity,median.age,populationn.densitty,pov-soc-exclusion,senior_pop,unemp,uni,digitalization_indicator_norm,country
2010,AT11,,0.23232323232323235,0.6666666666666667,0.657142857142857,0.5454545454545454,0.3684210526315789,0.49367088607594933,0.3527508090614886,0.01623683599821232,,,,0.01645069038659475,,0.0,,,0.0,0.07826086956521738,,0.47377572133661694,AT
2010,AT12,,0.3232323232323232,0.6527777777777777,0.6714285714285715,0.6363636363636362,0.2807017543859649,0.5316455696202531,0.4126213592233009,0.12982470607597918,,,,0.1104072036558918,,0.0,,,0.0,,,0.5012529988616896,AT
2010,AT13,,0.6666666666666666,0.7361111111111112,0.6857142857142857,0.696969696969697,0.2982456140350877,0.5569620253164557,0.5436893203883494,0.22119482619351438,,,,0.11381851528317558,,0.0,,,0.0,,,0.5977655314573791,AT
2010,AT21,,0.3333333333333333,0.5833333333333333,0.6142857142857142,0.5454545454545454,0.3684210526315789,0.430379746835443,0.3268608414239482,0.04459595044902046,,,,0.032666908191055784,,0.0,,,0.0,,,0.45743836675684235,AT
2010,AT22,,0.30303030303030304,0.6666666666666667,0.6714285714285715,0.6212121212121211,0.3157894736842105,0.5063291139240506,0.3495145631067961,0.10483413455303281,,,,0.0746280979836827,,0.0,,,0.0,,,0.4905672590075314,AT
2010,AT31,,0.2121212121212121,0.6527777777777777,0.657142857142857,0.5909090909090908,0.3333333333333333,0.4683544303797468,0.37864077669902896,0.1393120895915352,,,,0.09347405214164846,,0.0,,,0.0,,,0.4704684969090067,AT
2010,AT32,,0.23232323232323235,0.6805555555555556,0.6857142857142857,0.6363636363636362,0.2982456140350877,0.49367088607594933,0.40453074433656944,0.05976096429160863,,,,0.034520945776599345,,0.0,,,0.0,,,0.4902005649149023,AT
2010,AT33,,0.2626262626262626,0.6805555555555556,0.6714285714285715,0.6818181818181819,0.2982456140350877,0.5316455696202531,0.3656957928802588,0.070446361204669,,,,0.044666733071182414,,0.0,,,0.0,,,0.4988593639948816,AT
2010,AT34,,0.24242424242424246,0.6944444444444444,0.7285714285714284,0.6666666666666665,0.2807017543859649,0.5316455696202531,0.3576051779935274,0.03559164009133056,,,,0.02486878497071884,,0.0,,,0.0,,,0.5002941834437896,AT
2010,BE10,0.0526927547462224,0.6969696969696969,0.6944444444444444,0.6142857142857142,0.696969696969697,0.21052631578947367,0.5316455696202531,0.6537216828478963,0.19524490856500534,,,,0.06635662221971492,,0.0,,,0.0,,,0.5189069844591747,BE
2010,BE21,0.09531189461449051,0.5757575757575758,0.8055555555555556,0.7285714285714284,0.7727272727272727,0.21052631578947367,0.49367088607594933,0.5663430420711973,0.19222905839412208,,,,0.12417908886540244,,0.0,,,0.0,,,0.5310579963953679,BE
2010,BE22,0.03990701278574196,0.3131313131313131,0.8611111111111112,0.7571428571428571,0.6818181818181819,0.2982456140350877,0.4050632911392405,0.5113268608414239,0.061473440846664625,,,,0.052474258700827975,,0.0,,,0.0,,,0.48346828025061966,BE
2010,BE23,0.08523827973653623,0.3838383838383838,0.8055555555555556,0.7142857142857142,0.696969696969697,0.22807017543859648,0.4430379746835443,0.5922330097087377,0.12049892080377683,,,,0.10523940443964136,,0.0,,,0.0,,,0.4936535987770957,BE
2010,BE24,0.14413018209996126,0.6868686868686869,0.875,0.7857142857142856,0.7575757575757576,0.21052631578947367,0.5696202531645569,0.7378640776699028,0.10626610961181301,,,,0.09050289080012446,,0.0,,,0.0,,,0.5959124448603281,BE
2010,BE25,0.037582332429290974,0.2121212121212121,0.7916666666666667,0.7,0.7424242424242424,0.22807017543859648,0.3924050632911392,0.49029126213592233,0.10183770945508111,,,,0.07797535569755153,,0.0,,,0.0,,,0.4493201193133838,BE
2010,BE31,0.25765207283998454,0.8787878787878788,0.8055555555555556,0.7285714285714284,0.803030303030303,0.19298245614035087,0.5316455696202531,0.802588996763754,0.038910716511461205,,,,0.028345031987290294,,0.0,,,0.0,,,0.6251017826636885,BE
2010,BE32,0.05734211545912437,0.3232323232323232,0.6666666666666667,0.5428571428571428,0.6363636363636362,0.2982456140350877,0.4050632911392405,0.5016181229773462,0.07770826834398299,,,,0.06701479087131833,,0.0,,,0.0,,,0.42892361409132096,BE
